Make,Price,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,age
فولكسفاجن,58000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,175000.0,نقدا فقط,للبيع فقط,2.0,1,1,0,0,0,0,0,1,4.0,15
سكودا,89900,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,150000.0,نقدا فقط,للبيع أو التبديل,0.0,1,1,1,1,0,1,0,1,4.0,7
كيا,47000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,880000.0,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,0,1,4.0,16
سيت,83000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,58000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,5
فولكسفاجن,67500,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1995,123000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,4.0,17
سكودا,85000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,10
اوبل,50000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,0.0,نقدا فقط,للبيع أو التبديل,,1,1,0,0,0,1,1,0,4.0,7
كيا,89000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,81000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,9
بي,155000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,3000,,نقدا فقط,للبيع فقط,,1,1,0,1,1,1,1,1,4.0,17
كيا,33500,سكني,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1000,130.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,0,0,1,,8
فولكسفاجن,50000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,1,1,1,1,1,1,1,1,4.0,20
فيات,62000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1300,,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,0,1,0,1,0,1,4.0,7
فورد,55000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,39000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,0,0,1,4.0,9
كيا,54000,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,11.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,5
هونداي,50000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,0.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,11
بيجو,65000,بنفسجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,90000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,0,0,0,0,0,0,0,0,4.0,4
كيا,82000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,150000.0,نقدا فقط,للبيع فقط,,0,0,0,0,0,0,0,0,4.0,11
تويوتا,44000,بنفسجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,,1,1,0,1,0,1,1,1,4.0,25
رينو,7500,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,0.0,نقدا فقط,للبيع أو التبديل,0.0,0,0,0,1,0,1,0,0,4.0,37
هونداي,105000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,39000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,4
أفيكو,73000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,5200,350000.0,نقدا فقط,للبيع فقط,,1,1,1,1,0,0,0,1,2.0,8
ميتسوبيشي,14000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,7.0,0,1,0,1,0,1,0,0,4.0,32
فولكسفاجن,90000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,175000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,4.0,11
هونداي,68000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,69000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,9
فولكسفاجن,55000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,,1,1,0,1,0,1,0,0,6.0,14
هونداي,50000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,1,0,1,1,1,1,1,0,4.0,11
فولفو,50000,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,180,0.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,1,0,1,0,2.0,30
هونداي,89999,عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,68000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,1,1,4.0,9
هونداي,100000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,56000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,5
سكودا,77000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,0,1,0,1,4.0,10
هونداي,69000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,33000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,,9
ايسوزو,59000,ذهبي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,3000,18000000.0,إمكانية التقسيط,للبيع أو التبديل,5.0,1,1,0,1,0,1,1,1,6.0,24
فورد,40000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,,نقدا فقط,للبيع فقط,3.0,1,1,0,1,0,1,0,1,4.0,11
فولكسفاجن,2000,كحلي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,9999999999.0,إمكانية التقسيط,للبيع أو التبديل,9.0,0,1,1,1,0,1,0,1,4.0,24
هونداي,25000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,0,1,0,1,7.0,24
فولكسفاجن,30000,أبيض عاجي,ديزل,تدريب سياقة,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع أو التبديل,4.0,1,0,1,1,0,1,0,1,4.0,23
فولكسفاجن,118000,أزرق سماوي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,19000.0,نقدا فقط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,4.0,7
هونداي,65000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,يدوي,2400,,إمكانية التقسيط,للتبديل فقط,2.0,0,0,0,0,0,0,0,0,2.0,24
هونداي,55000,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,0.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,1,1,1,1,1,1,4.0,17
سكودا,99000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,92.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,0,1,4.0,7
اوبل,23000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,100.0,إمكانية التقسيط,للبيع فقط,4.0,1,1,1,1,0,1,0,1,4.0,26
كيا,95000,كحلي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,107000.0,إمكانية التقسيط,للبيع فقط,,1,1,1,1,1,1,1,1,4.0,8
فورد,68000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,89000.0,نقدا فقط,للبيع أو التبديل,,1,1,1,1,1,1,1,1,4.0,11
فولكسفاجن,58000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,200.0,إمكانية التقسيط,للبيع أو التبديل,3.0,0,0,1,1,1,0,0,1,6.0,14
هونداي,77000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,40000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,5
كيا,98000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,9000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,7
كيا,65000,بترولي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,2000,150000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,1,1,0,0,4.0,11
كيا,78000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,36000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,0,1,1,1,4.0,8
نيسان,52000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,60000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,0,0,1,4.0,7
بي,70000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3600,,إمكانية التقسيط,للبيع أو التبديل,,1,1,0,1,1,1,1,1,4.0,21
هونداي,59000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,55000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,9
اوبل,18000,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,,0,1,1,1,1,1,1,0,4.0,39
سكودا,80000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,272000.0,نقدا فقط,للبيع فقط,4.0,1,1,1,1,1,1,0,1,4.0,8
مرسيدس,200000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,74500.0,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,1,1,1,1,4.0,8
كيا,164999,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,60380.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,1,1,1,1,6.0,6
سيت,83000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,42000.0,نقدا فقط,للبيع فقط,0.0,1,1,0,0,0,1,0,1,4.0,8
فولكسفاجن,73000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,300.0,إمكانية التقسيط,للتبديل فقط,3.0,1,1,1,1,0,0,1,1,6.0,11
سكودا,65000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1009,,إمكانية التقسيط,للبيع فقط,,1,1,0,1,0,0,0,0,4.0,14
هونداي,150000,كحلي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,6.0,5
بيجو,32000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1111111.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,0,1,0,1,0,1,4.0,19
سكودا,48000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,0.0,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,4.0,11
ستروين,42000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,1,1,0,1,0,0,0,1,4.0,16
بيجو,55000,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,0.0,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,0,0,1,,12
هونداي,49000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,160000.0,إمكانية التقسيط,للبيع فقط,3.0,1,1,1,1,1,1,1,1,4.0,17
دراجة,12000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,125,3000.0,نقدا فقط,للبيع فقط,1.0,0,0,0,0,0,0,0,0,1.0,5
ستروين,46000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,130000.0,نقدا فقط,للبيع فقط,3.0,1,1,0,1,0,1,1,1,4.0,15
هونداي,36000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,25000.0,نقدا فقط,للبيع فقط,5.0,1,1,1,1,0,0,0,1,4.0,17
هونداي,72000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,197000.0,إمكانية التقسيط,للبيع أو التبديل,4.0,1,1,1,1,1,1,1,1,6.0,14
فولكسفاجن,175000,أزرق سماوي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,4.0,9
هونداي,71000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,71500.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,13
بيجو,105000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,95000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,1,1,0,1,4.0,6
سكودا,40000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,100000.0,إمكانية التقسيط,للبيع فقط,3.0,1,1,1,1,0,1,1,1,4.0,15
اوبل,58000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,124000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,0,1,0,1,4.0,6
سكودا,22000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,260.0,نقدا فقط,للبيع فقط,0.0,0,0,0,1,0,1,1,1,4.0,21
فولكسفاجن,135000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,6
اوبل,32000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,17
كيا,85000,أحمر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,4.0,10
بي,33000,فيراني,بنزين,خصوصي,فلسطينية,عادي,يدوي,1950,0.0,نقدا فقط,للبيع أو التبديل,,1,1,0,1,1,1,1,0,4.0,39
فولكسفاجن,19000,عدة الوان,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,نقدا فقط,للبيع أو التبديل,,0,0,0,1,0,0,0,0,4.0,38
هونداي,145000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,380000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,6.0,10
هونداي,94500,عدة الوان,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,0.0,1,1,0,1,0,1,1,1,,9
فولفو,110000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,260,210000.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,0,1,1,0,1,0,2.0,27
فولكسفاجن,28000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,200000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,0,1,0,1,4.0,23
فولكسفاجن,90000,رصاصي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,15000.0,نقدا فقط,للبيع فقط,1.0,1,0,1,1,0,0,1,1,6.0,8
مرسيدس,23000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2300,20000000.0,إمكانية التقسيط,للبيع أو التبديل,5.0,0,0,0,1,0,1,1,1,7.0,24
فولكسفاجن,120000,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للتبديل فقط,1.0,1,1,1,1,0,1,1,1,4.0,7
اوبل,11000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1300,12345.0,نقدا فقط,للبيع فقط,3.0,0,0,0,1,0,0,1,0,4.0,38
فولكسفاجن,100000,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,86000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,6.0,7
فولكسفاجن,55000,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,0,1,0,1,4.0,18
فولكسفاجن,50000,أسود ميتالك,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,إمكانية التقسيط,للبيع أو التبديل,,0,1,0,0,0,1,0,0,5.0,18
هونداي,50000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,,1,1,1,1,1,1,1,1,5.0,15
سيت,66000,بني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,75000.0,نقدا فقط,للبيع فقط,0.0,1,1,0,1,0,1,0,1,4.0,8
سكودا,130000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,3.0,1,1,1,1,0,1,1,1,4.0,7
كيا,45000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,,نقدا فقط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,3.0,7
هونداي,68000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,43000.0,نقدا فقط,للبيع أو التبديل,0.0,1,1,1,1,0,0,0,1,4.0,8
فيات,6000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,900,,نقدا فقط,للبيع أو التبديل,,0,0,0,0,0,0,0,0,4.0,39
هونداي,57000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,90000.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,0,1,1,1,4.0,8
سكودا,62000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,180.0,نقدا فقط,للبيع أو التبديل,,1,1,0,1,0,0,0,1,4.0,6
مرسيدس,70000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2700,20000.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,0,0,1,1,1,1,4.0,20
فولكسفاجن,76000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,80000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,0,1,,13
جييب,69000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2390,,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,0,1,,15
هونداي,109000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,43000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,0,1,1,1,1,4.0,9
كيا,45000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,700000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,0,1,4.0,13
فولكسفاجن,110000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,65000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,0,1,0,0,0,1,6.0,5
ستروين,80000,أحمر,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,0,1,1,6.0,9
هونداي,40000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,190.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,1,1,1,1,4.0,17
بي,230000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,155000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,1,1,1,1,,10
فولكسفاجن,145000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,92000.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,1,1,1,1,4.0,9
سكودا,110000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,50000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,5
ستروين,42000,رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,90000.0,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,0,0,1,4.0,9
مرسيدس,47900,فضي,بنزين,عمومي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,5.0,1,1,1,1,1,1,1,1,4.0,21
هونداي,32000,أبيض,بنزين,عمومي,فلسطينية,اوتوماتيك,الكتروني,1600,32000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,1,0,0,1,4.0,18
اوبل,45000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,80000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,0,0,1,4.0,15
هونداي,40000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,170000.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,1,0,1,0,1,4.0,17
هونداي,17000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,0.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,0,1,0,0,6.0,21
هونداي,131000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,80.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,1,1,1,1,4.0,7
مرسيدس,60000,أخضر,ديزل,خصوصي,فلسطينية,عادي,يدوي,3000,0.0,إمكانية التقسيط,للبيع أو التبديل,4.0,0,0,0,1,0,0,1,0,2.0,44
هونداي,67000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,22000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,0,1,1,1,4.0,7
فورد,40000,كرميدي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,75000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,0,0,0,0,4.0,11
هونداي,108000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,20000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,1,1,1,1,5.0,8
فولكسفاجن,60000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,60000.0,إمكانية التقسيط,للبيع فقط,3.0,1,1,1,0,0,1,1,1,4.0,7
اودي,185000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,,نقدا فقط,للبيع أو التبديل,,1,1,1,1,1,1,1,1,6.0,9
كيا,145000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,130000.0,إمكانية التقسيط,للبيع فقط,,1,1,0,0,1,1,1,1,6.0,8
كيا,105000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000.0,إمكانية التقسيط,للبيع فقط,2.0,0,0,0,0,0,0,0,0,4.0,8
شاحنة,55000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,1600,0.0,نقدا فقط,للبيع فقط,3.0,0,0,0,1,0,0,0,0,2.0,22
سيت,113000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,35432.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,0,1,1,1,4.0,4
هونداي,128000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,53000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,5
ستروين,50000,أزرق,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,60000.0,نقدا فقط,للبيع فقط,1.0,1,1,0,1,0,1,0,1,,10
تويوتا,85000,فيراني,ديزل,تجاري,فلسطينية,عادي,يدوي,2400,,نقدا فقط,للبيع فقط,,1,1,1,1,1,1,1,1,4.0,26
هونداي,65000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,,8
بيجو,49000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,42000.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,0,1,0,1,,9
فولكسفاجن,45000,بيج,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,165000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,1,1,1,1,6.0,14
فيات,16000,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,,نقدا فقط,للبيع فقط,,0,0,0,0,0,0,0,0,4.0,37
دايو,23000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,نقدا فقط,للبيع فقط,,0,0,0,0,0,0,0,0,4.0,24
سكودا,50000,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,220.0,نقدا فقط,للبيع أو التبديل,1.0,0,0,0,0,0,0,0,0,4.0,7
فولكسفاجن,72000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,80000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,0,0,1,1,1,4.0,7
كيا,66500,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,3.0,1,1,1,1,1,1,1,1,4.0,11
سكودا,49000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,,0,0,0,0,0,0,0,0,4.0,12
كيا,95000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,1,1,4.0,4
هونداي,90000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,34000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,1,1,4.0,8
سكودا,90000,أبيض,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1800,290000.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,1,1,1,1,1,1,4.0,13
فولكسفاجن,85000,فضي,بنزين,تدريب سياقة,فلسطينية,عادي,الكتروني,1600,22000.0,نقدا فقط,للبيع فقط,0.0,1,1,0,1,1,0,0,1,,11
شفروليه,37000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,105000.0,إمكانية التقسيط,للبيع أو التبديل,,0,0,0,0,0,0,0,0,4.0,16
بي,75000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,4.0,1,1,1,1,1,1,1,1,4.0,17
اوبل,36000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,130000.0,نقدا فقط,للبيع أو التبديل,4.0,1,1,1,1,0,1,0,1,4.0,16
