Make,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,age,Price
سكودا,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,98656.0,إمكانية التقسيط,للبيع أو التبديل,2,0,0,0,0,0,0,0,0,4,12.0,49000
كيا,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,68686.4,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,1,1,4,4.0,95000
هونداي,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,34000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,8.0,90000
سكودا,أبيض,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1800,290000.0,إمكانية التقسيط,للبيع أو التبديل,3,1,1,1,1,1,1,1,1,4,13.0,90000
فولكسفاجن,فضي,بنزين,تدريب سياقة,فلسطينية,عادي,الكتروني,1600,22000.0,نقدا فقط,للبيع فقط,0,1,1,0,1,1,0,0,1,4,11.0,85000
شفروليه,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,105000.0,إمكانية التقسيط,للبيع أو التبديل,2,0,0,0,0,0,0,0,0,4,16.0,37000
بي,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,186800.0,إمكانية التقسيط,للبيع أو التبديل,4,1,1,1,1,1,1,1,1,4,17.0,75000
اوبل,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,130000.0,نقدا فقط,للبيع أو التبديل,4,1,1,1,1,0,1,0,1,4,16.0,36000
فولكسفاجن,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,53028.2,نقدا فقط,للبيع فقط,3,0,1,0,1,1,0,0,0,3,20.0,48000
بي,أسود ميتالك,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,3000,190000.0,إمكانية التقسيط,للبيع فقط,4,1,1,1,1,1,1,0,1,4,21.0,59000
كيا,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,998,39000.0,نقدا فقط,للبيع أو التبديل,0,1,1,1,0,0,1,1,1,4,5.0,53000
اوبل,أسود,بنزين,خصوصي,فلسطينية,عادي,يدوي,1800,106424.8,إمكانية التقسيط,للبيع أو التبديل,3,1,0,0,1,0,1,1,0,4,37.0,17000
كيا,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,70501.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,1,1,4,14.0,49000
هونداي,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,50000.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,0,1,0,1,1,1,4,5.0,74900
فولكسفاجن,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,150068.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,0,0,1,4,21.0,43000
كيا,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,119000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,6.0,73000
مرسيدس,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2300,250000.0,نقدا فقط,للبيع أو التبديل,1,0,1,0,1,0,1,0,1,4,26.0,39000
فيات,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,155418.0,نقدا فقط,للبيع أو التبديل,9,1,1,1,1,0,0,0,1,4,16.0,33000
هونداي,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,15000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,1,1,4,9.0,66000
فولكسفاجن,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,47900.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,4,12.0,65000
فولكسفاجن,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,168800.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,1,1,4,11.0,77000
فورد,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,190.0,نقدا فقط,للبيع فقط,3,1,0,0,1,0,1,0,1,4,11.0,35000
سيت,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,250000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,1,1,1,1,4,1.0,145000
كيا,بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1250,98656.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,0,0,1,1,4,12.0,45000
مرسيدس,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,72412.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,4,8.0,125000
هونداي,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,150000.0,إمكانية التقسيط,للبيع فقط,3,1,1,1,1,1,1,1,1,4,16.0,48000
ستروين,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,169341.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,0,1,4,10.0,65000
فيات,فضي,ديزل,تأجير,فلسطينية,عادي,الكتروني,1950,70501.0,نقدا فقط,للبيع فقط,1,1,1,0,1,0,0,0,1,6,14.0,42000
بي,بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40000.0,إمكانية التقسيط,للبيع فقط,0,0,0,0,0,0,0,0,0,4,4.0,29000
سكودا,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200000.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,0,0,0,1,0,1,4,5.0,107000
كيا,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,110000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,6,10.0,95000
اوبل,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2200,150068.0,نقدا فقط,للبيع فقط,1,1,1,0,1,1,1,0,1,6,21.0,32000
فولكسفاجن,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,36.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,3.0,69000
ستروين,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,140000.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,0,1,1,4,7.0,75000
بيجو,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,80.0,إمكانية التقسيط,للبيع أو التبديل,4,1,1,0,1,1,1,1,0,3,16.0,37000
فولكسفاجن,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,8.0,125000
كيا,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,43000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,1,1,1,4,5.0,82000
فولكسفاجن,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,85.0,نقدا فقط,للبيع فقط,5,1,0,0,0,0,1,0,0,4,6.0,66000
اوبل,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,150068.0,نقدا فقط,للبيع فقط,3,0,0,0,1,0,1,0,1,4,21.0,30000
مرسيدس,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,115.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,1,1,4,15.0,69000
فولكسفاجن,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,90200.0,نقدا فقط,للبيع أو التبديل,1,1,0,1,1,0,1,0,1,7,6.0,16000
فولكسفاجن,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,78000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,0,0,1,6,7.0,105000
كيا,بني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,169341.0,نقدا فقط,للبيع فقط,1,1,1,1,0,1,1,0,1,4,10.0,62000
نيسان,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,28654.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,0,1,1,1,4,4.0,84000
سكودا,أبيض عاجي,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2000,72412.0,إمكانية التقسيط,للبيع فقط,2,1,1,1,1,0,1,1,1,4,8.0,66000
سكودا,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,90200.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,6.0,90000
مازدا,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,123.0,نقدا فقط,للبيع فقط,4,1,1,1,1,1,1,0,1,4,28.0,23000
بيجو,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,105000.0,نقدا فقط,للبيع فقط,2,1,1,0,1,0,0,0,0,4,16.0,25000
هونداي,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,85000.0,نقدا فقط,للبيع فقط,3,1,1,1,1,0,1,1,1,4,15.0,40000
اوبل,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,100.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,1,0,1,4,10.0,49000
فولكسفاجن,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,72412.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,0,1,4,8.0,70000
بيجو,أزرق,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,200069.0,نقدا فقط,للبيع فقط,4,1,1,1,1,0,1,0,1,4,15.0,30000
اوبل,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,60000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,0,1,4,12.0,46000
فولكسفاجن,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,25000.0,إمكانية التقسيط,للبيع أو التبديل,3,1,1,1,1,1,1,0,1,4,15.0,45000
فولكسفاجن,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,90000.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,1,1,1,1,4,7.0,265000
كيا,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,155418.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,16.0,37000
اوبل,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,128000.0,إمكانية التقسيط,للبيع أو التبديل,2,0,0,1,1,0,1,0,0,4,14.0,35500
ستروين,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,110000.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,0,1,0,1,0,1,7,8.0,110000
فيات,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1300,224000.0,إمكانية التقسيط,للبيع فقط,3,0,1,1,1,0,1,1,1,4,21.0,23000
اوبل,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,180000.0,نقدا فقط,للبيع أو التبديل,2,0,0,0,0,0,0,0,0,4,14.0,22000
هونداي,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,67.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,6,4.0,135999
كيا,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,102600.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,3,9.0,75000
فولكسفاجن,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,95000.0,نقدا فقط,للبيع فقط,2,1,1,0,1,0,1,0,1,4,6.0,62000
كيا,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,24000.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,0,1,1,1,4,4.0,114900
هونداي,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,80000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,0,0,1,4,16.0,42000
كيا,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,62000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,1,1,6,9.0,11500
سكودا,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1500,34000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,0,1,4,4.0,107000
فولكسفاجن,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,150391.6,إمكانية التقسيط,للبيع فقط,5,0,1,1,1,0,1,1,0,4,25.0,17000
فولكسفاجن,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,98656.0,نقدا فقط,للبيع فقط,2,1,1,0,1,0,1,0,1,4,12.0,75000
فولكسفاجن,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,140000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,9.0,118000
كيا,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,60200.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,0,1,4,3.0,112000
هونداي,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,150391.6,نقدا فقط,للبيع أو التبديل,4,1,0,0,1,0,1,0,0,4,25.0,12000
مرسيدس,رصاصي,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,2800,53467.0,إمكانية التقسيط,للبيع أو التبديل,1,1,0,1,1,0,0,1,0,4,38.0,18000
فولكسفاجن,برتقالي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,300000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,7,9.0,87000
فولكسفاجن,كحلي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200000.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,0,0,1,1,6,9.0,74000
فولكسفاجن,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,68000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,4,7.0,167000
فيات,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,75400.4,نقدا فقط,للبيع فقط,2,0,0,0,1,0,1,0,0,4,19.0,33000
مرسيدس,أزرق,ديزل,تجاري,فلسطينية,عادي,الكتروني,240,70501.0,نقدا فقط,للبيع فقط,1,0,0,0,0,0,0,0,0,4,14.0,170000
فولكسفاجن,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,98656.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,0,1,0,1,0,1,6,12.0,72000
سكودا,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,170000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,4,11.0,68000
هونداي,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,168800.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,1,1,1,1,4,11.0,68000
هونداي,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,51000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,10.0,82500
ستروين,سكني,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,1600,147891.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,0,1,1,5,23.0,1900
بي,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,22403.0,إمكانية التقسيط,للبيع أو التبديل,4,1,1,1,1,1,1,1,1,4,35.0,35000
اوبل,أحمر,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,41238.2,إمكانية التقسيط,للبيع أو التبديل,10,0,1,1,1,0,1,1,1,4,24.0,12000
هونداي,سكني,بنزين,حكومي,فلسطينية,عادي,الكتروني,1400,70501.0,إمكانية التقسيط,للبيع أو التبديل,0,1,1,1,1,0,0,0,1,4,14.0,32000
بي,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,160000.0,نقدا فقط,للبيع أو التبديل,3,1,1,1,1,1,1,1,1,4,24.0,64000
اوبل,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,87800.0,نقدا فقط,للبيع أو التبديل,1,1,1,0,1,0,1,0,0,4,39.0,7200
مرسيدس,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,98656.0,نقدا فقط,للبيع فقط,1,1,1,1,0,0,0,0,1,6,12.0,135000
هونداي,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,76000.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,4,10.0,54000
بي,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,20000.0,إمكانية التقسيط,للبيع فقط,1,1,1,1,1,1,1,1,1,6,4.0,750000
فولكسفاجن,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,102600.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,0,1,4,9.0,125000
هونداي,كحلي,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,4000.0,نقدا فقط,للبيع أو التبديل,5,1,1,1,1,1,1,0,1,4,14.0,30000
اوبل,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,97000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,0,1,4,7.0,46000
فيات,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,22403.0,إمكانية التقسيط,للبيع أو التبديل,7,0,0,0,1,0,0,0,0,4,35.0,7500
كيا,أبيض,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,34000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,4,4.0,98000
فيات,أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,900,37440.0,نقدا فقط,للبيع أو التبديل,5,0,0,1,1,0,1,1,0,4,48.0,13000
مرسيدس,أبيض,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2700,150068.0,إمكانية التقسيط,للبيع فقط,4,1,1,1,1,0,1,1,1,4,21.0,50000
سكودا,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,129000.0,إمكانية التقسيط,للبيع فقط,0,1,1,0,1,0,1,0,1,4,8.0,86000
اودي,رمادي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,90000.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,1,1,1,1,4,11.0,130000
بي,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,77214.0,نقدا فقط,للبيع فقط,6,1,1,1,1,0,1,1,1,4,36.0,26000
سكودا,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,72412.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,0,1,4,8.0,82000
اوبل,أخضر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,24315.4,نقدا فقط,للبيع فقط,2,0,0,0,0,0,0,0,0,4,40.0,12000
مازدا,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1950,38500.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,4,3.0,139500
فيات,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,120000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,0,1,1,0,0,0,1,4,14.0,30000
بيجو,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,90000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,0,1,4,12.0,29990
اوبل,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,186800.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,0,0,1,4,17.0,43000
بيجو,أحمر,ديزل,خصوصي,فلسطينية,عادي,يدوي,1400,20000.0,نقدا فقط,للبيع فقط,0,0,0,0,1,0,0,0,0,4,38.0,10000
كيا,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,93000.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,1,0,1,4,8.0,83000
فولكسفاجن,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,148000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,0,0,1,4,15.0,36000
هونداي,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,110.0,نقدا فقط,للبيع فقط,0,1,1,1,1,1,1,1,1,4,11.0,56500
هونداي,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,58.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,0,1,0,1,1,1,4,8.0,65000
مرسيدس,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,150000.0,نقدا فقط,للبيع فقط,1,1,1,0,1,0,1,0,1,4,17.0,110000
كيا,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,54000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,7.0,65000
سكودا,سكني,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,75400.4,نقدا فقط,للبيع أو التبديل,0,1,1,1,1,0,1,0,1,4,19.0,30000
هونداي,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,70410.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,7.0,68000
بي,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2200,265000.0,إمكانية التقسيط,للبيع أو التبديل,3,1,1,1,1,1,1,1,1,4,21.0,65000
اوبل,رمادي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,150391.6,إمكانية التقسيط,للبيع أو التبديل,5,0,1,0,0,1,0,0,1,4,25.0,19500
هونداي,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1995,78000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,1,1,1,1,4,15.0,63000
سيت,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,18665.6,نقدا فقط,للبيع فقط,3,0,0,0,0,0,0,0,0,5,22.0,17000
كيا,رصاصي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,190000.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,1,0,1,4,14.0,45000
شفروليه,أسود,ديزل,حكومي,فلسطينية,اوتوماتيك,الكتروني,6600,60000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,1,1,0,1,1,1,4,11.0,90000
ستروين,سكني,بنزين,عمومي,فلسطينية,اوتوماتيك,الكتروني,1600,18665.6,إمكانية التقسيط,للبيع أو التبديل,3,0,0,0,0,0,1,0,0,4,22.0,24000
كيا,بني,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,180000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,4,12.0,55000
سيت,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,55000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,1,1,1,1,4,7.0,77000
فورد,أسود ميتالك,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1500,120000.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,1,0,1,1,4,7.0,50000
فورد,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,35000.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,0,0,0,1,4,11.0,43000
سكودا,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,285000.0,نقدا فقط,للبيع فقط,1,1,1,0,1,0,1,0,1,4,13.0,64000
سوبارو,أخضر,بنزين,تدريب سياقة,فلسطينية,عادي,الكتروني,1600,150391.6,إمكانية التقسيط,للبيع أو التبديل,6,0,0,0,0,0,0,0,0,4,25.0,35000
فولكسفاجن,أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,90000.0,نقدا فقط,للبيع فقط,1,0,0,0,0,0,0,0,0,4,12.0,62000
هونداي,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,100000.0,نقدا فقط,للبيع فقط,2,1,1,0,1,0,1,1,1,4,8.0,59000
هونداي,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,169341.0,نقدا فقط,للبيع أو التبديل,1,1,1,1,1,1,1,1,1,4,10.0,66999
اوبل,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,75000.0,إمكانية التقسيط,للبيع أو التبديل,1,1,1,0,1,0,1,0,1,4,9.0,55000
فولكسفاجن,أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,150068.0,نقدا فقط,للبيع فقط,4,0,0,0,1,0,0,0,0,4,21.0,20000
فولكسفاجن,خمري,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,90000.0,نقدا فقط,للبيع فقط,1,1,1,0,0,0,1,0,0,6,7.0,110000
سيت,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,85000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,1,1,1,4,5.0,92000
شفروليه,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,130000.0,إمكانية التقسيط,للبيع فقط,4,1,1,1,0,0,1,0,1,4,16.0,30000
فيات,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,100000.0,نقدا فقط,للبيع فقط,2,1,1,1,1,0,1,1,1,4,13.0,26000
هونداي,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,90000.0,نقدا فقط,للبيع فقط,1,1,1,1,1,0,0,1,1,4,12.0,72000
هونداي,سكني,ديزل,خصوصي,فلسطينية,عادي,يدوي,1600,41238.2,إمكانية التقسيط,للبيع فقط,2,1,1,0,1,1,0,1,1,7,24.0,15000
اوبل,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,120.0,نقدا فقط,للبيع فقط,3,1,1,1,1,0,1,0,0,4,7.0,45000
فولكسفاجن,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,170000.0,نقدا فقط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,6,10.0,92000
كيا,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1250,78000.0,إمكانية التقسيط,للبيع فقط,1,1,1,0,1,0,0,0,1,4,8.0,39000
سكودا,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,200000.0,نقدا فقط,للبيع فقط,0,1,1,1,1,0,0,1,1,4,15.0,50000
فولكسفاجن,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,131.0,إمكانية التقسيط,للبيع أو التبديل,2,1,1,1,1,0,1,1,1,4,13.0,100000
